,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
24,0.982344,-1.264371,0.129173,0.250899,0.953418,-0.167429,0.97399,0.177544,0.767753,0.231141,-0.281986,-0.119009
25,0.933636,-1.233742,0.088848,0.265806,0.943733,-0.196734,1.752664,-0.938806,0.877172,0.459185,-0.227363,0.009371
26,0.812495,-1.192214,-0.004999,0.268324,0.92919,-0.254163,3.082124,-2.053972,0.213839,0.432482,0.230402,-0.30408
27,0.656839,-1.149667,-0.125617,0.249608,0.912628,-0.323723,2.951559,-2.401046,-0.522633,-0.099522,0.565033,-0.088813
28,0.515631,-1.111906,-0.215423,0.218409,0.896544,-0.385354,2.477381,-3.217533,-0.522762,-0.20196,0.817292,0.319741
29,0.393073,-1.074626,-0.27715,0.182342,0.879412,-0.439747,2.169022,-3.332028,-0.394446,-0.174255,0.945768,0.343922
30,0.300355,-1.041836,-0.313714,0.149299,0.863332,-0.482038,1.676848,-2.704847,-0.167952,-0.173927,0.517329,0.50723
31,0.26033,-1.014956,-0.32839,0.135817,0.849457,-0.509872,1.197322,-0.64933,0.097393,-0.207716,0.18724,0.039718
32,0.258775,-0.999164,-0.32791,0.13844,0.841019,-0.522986,0.461054,0.236614,0.294077,0.034259,0.005447,0.024787
33,0.287599,-1.000197,-0.312658,0.153208,0.841577,-0.517946,-0.509487,1.119521,0.387647,-0.003672,-0.046747,0.167039
34,0.333539,-1.016033,-0.28814,0.172447,0.850025,-0.497706,-1.164936,1.258219,0.370073,-0.059837,-0.197743,0.231959
35,0.38218,-1.04023,-0.259353,0.188715,0.862521,-0.469507,-1.523071,1.166398,0.199978,-0.127299,-0.411272,0.276911
36,0.432848,-1.07138,-0.230114,0.200881,0.877862,-0.434738,-1.831462,1.368788,-0.062013,-0.180876,-0.462823,0.268127
37,0.490977,-1.110225,-0.201035,0.209553,0.895799,-0.391948,-2.163197,1.753756,-0.407723,-0.233845,-0.476152,0.258144
38,0.551397,-1.157831,-0.175028,0.21024,0.915935,-0.341837,-2.424272,1.837482,-0.872194,-0.069508,-0.29829,0.058543
39,0.608816,-1.208463,-0.145268,0.202704,0.935072,-0.290758,-2.361535,1.094702,-0.855849,-0.021552,-0.086104,-0.139479
40,0.653467,-1.245861,-0.092543,0.194074,0.947671,-0.253462,-1.824979,-1.244275,-0.082121,0.002887,0.414801,-0.347947
41,0.695192,-1.270459,0.003193,0.189484,0.955237,-0.227171,-2.042674,-2.942201,0.607538,-0.050431,-0.042731,-0.278764
42,0.773906,-1.295771,0.148284,0.189795,0.962418,-0.194209,-2.368206,-2.902992,0.674648,-0.135627,-0.113129,-0.294317
43,0.870276,-1.315086,0.291453,0.193351,0.967484,-0.163029,-1.747215,-1.39817,0.506142,-0.270102,-0.082337,-0.208644
44,0.971187,-1.3231,0.394698,0.202381,0.96948,-0.13834,-0.984627,0.875855,0.462621,-0.359165,0.058825,-0.095119
45,1.063483,-1.321629,0.455972,0.215515,0.969118,-0.119791,-0.437241,1.827424,0.451338,-0.457214,0.117582,-0.283957
46,1.123312,-1.317517,0.491372,0.225883,0.968096,-0.108414,-0.128552,0.842496,0.337252,-0.515434,0.108046,-0.222442
47,1.105676,-1.308902,0.44417,0.231383,0.965901,-0.116118,1.354766,2.114336,-0.124034,0.030138,0.04304,0.591597
48,1.032336,-1.299751,0.317494,0.229833,0.963492,-0.137288,1.539977,2.171449,-0.447553,0.109126,0.125269,0.254583
49,1.010152,-1.305411,0.290636,0.22211,0.964991,-0.139451,-0.519754,-1.170027,-0.333745,0.672529,0.181035,-0.369582
50,0.964449,-1.305455,0.281838,0.215471,0.965003,-0.149428,0.235562,-1.867209,-0.066929,0.454618,0.351312,0.123061
51,0.97669,-1.307951,0.323642,0.215287,0.965654,-0.14543,-0.854453,-1.080204,0.403012,0.339004,0.261824,0.080428
52,1.053103,-1.307929,0.404843,0.225777,0.965649,-0.128581,-0.932127,0.629868,0.654388,0.129615,0.417652,0.08018
53,1.162358,-1.3025,0.488362,0.243259,0.964224,-0.105276,-0.601694,1.571247,0.71531,0.004529,0.583124,-0.540186
54,1.190929,-1.290773,0.488876,0.256653,0.961049,-0.102471,0.526795,1.429039,0.40184,-0.229553,0.182979,-0.128059
55,1.192517,-1.28618,0.454934,0.260915,0.959769,-0.103693,0.515339,1.657117,-0.147598,-0.239507,-0.182609,0.034952
56,1.168068,-1.286873,0.409425,0.25769,0.959964,-0.10978,0.547082,0.490104,-0.307182,-0.199646,-0.270328,-0.044304
57,1.136652,-1.289592,0.383791,0.251745,0.960722,-0.116721,0.122894,-0.765732,-0.236965,-0.016165,-0.357374,-0.131799
58,1.110679,-1.291201,0.377899,0.247244,0.961167,-0.122533,0.017405,-0.991023,-0.016292,0.093302,-0.238328,-0.223796
59,1.103209,-1.289459,0.37732,0.247816,0.960685,-0.125131,0.102247,0.182214,0.084279,0.017671,-0.302253,-0.057349
60,1.108034,-1.288123,0.364537,0.249566,0.960313,-0.124507,0.233184,1.118883,-0.101878,-0.066735,-0.38759,-0.043279
61,1.10696,-1.290501,0.339418,0.247389,0.960974,-0.123753,0.278673,1.06522,-0.307658,0.077181,-0.231634,-0.153286
62,1.093118,-1.289623,0.314577,0.246403,0.96073,-0.127554,0.354672,0.055757,0.054157,0.165997,-0.141028,-0.24354
63,1.070987,-1.281856,0.304533,0.250063,0.958546,-0.136548,0.260288,-0.946462,0.35068,0.254073,-0.086079,-0.273761
64,1.033926,-1.272334,0.291778,0.252664,0.95579,-0.150381,0.54807,-1.331684,0.265589,0.456122,-0.128946,-0.208414
65,0.955132,-1.261528,0.23935,0.248462,0.952557,-0.175758,1.207847,-1.640213,-0.139604,0.463422,0.068928,-0.109719
66,0.829185,-1.243233,0.156804,0.23723,0.946829,-0.217314,1.786802,-2.754997,0.017556,0.120009,0.295816,-0.00049
67,0.68985,-1.21209,0.066516,0.223415,0.936352,-0.270778,2.379507,-2.572031,-0.164409,-0.1627,0.403385,0.040324
68,0.551047,-1.177242,-0.028216,0.200772,0.923552,-0.326699,2.371099,-2.64839,-0.508337,-0.24458,0.646165,0.151391
69,0.419503,-1.145651,-0.103865,0.16799,0.910979,-0.376679,1.928188,-3.273822,-0.628134,-0.359701,0.822587,0.349763
70,0.312449,-1.117478,-0.158379,0.134619,0.898999,-0.416737,1.550399,-2.656384,-0.461717,-0.236547,0.415775,0.381902
71,0.252782,-1.095004,-0.178038,0.114554,0.88893,-0.443477,1.038338,-1.643646,0.066452,-0.25199,0.097718,0.260814
72,0.22887,-1.079907,-0.1821,0.10695,0.881914,-0.459109,0.610959,-0.827243,0.069898,0.066924,0.058561,0.143526
73,0.22114,-1.072739,-0.178348,0.104782,0.878512,-0.466078,0.112614,-0.186041,0.258943,0.133789,0.136747,0.219573
74,0.243415,-1.076673,-0.162733,0.114303,0.880385,-0.46027,-0.464327,0.637071,0.312611,-0.105667,0.061571,0.175465
75,0.271614,-1.088581,-0.145494,0.124413,0.88597,-0.446733,-0.790192,0.638741,0.177873,-0.177911,-0.323714,0.294405
76,0.297103,-1.107976,-0.132325,0.130703,0.894797,-0.426904,-1.153645,0.704933,-0.075783,-0.190227,-0.557166,0.3388
77,0.322785,-1.135146,-0.118892,0.133859,0.906596,-0.400196,-1.533285,0.66927,-0.152096,-0.169198,-0.586283,0.35004
78,0.358864,-1.170034,-0.094293,0.13701,0.920764,-0.365257,-1.968862,0.676893,-0.082509,-0.087053,-0.435473,0.315407
79,0.41462,-1.211694,-0.048006,0.141567,0.936213,-0.321644,-2.433026,0.602162,0.093805,-0.016429,-0.230631,0.2141
80,0.515423,-1.257642,0.053679,0.151835,0.951367,-0.268023,-3.019324,-0.057838,0.749649,-0.035533,0.255192,-0.101835
81,0.679597,-1.29779,0.241936,0.169442,0.962965,-0.209707,-3.21836,-1.389535,1.213573,-0.066964,0.316622,-0.351847
82,0.844529,-1.330391,0.470359,0.177996,0.971241,-0.158099,-3.099586,-3.681593,0.740913,-0.207186,0.194652,-0.681638
83,0.958399,-1.35377,0.674061,0.176171,0.976542,-0.123759,-2.083312,-4.073869,0.45689,-0.416314,-0.08224,-0.025457
84,1.0444,-1.360679,0.800706,0.180311,0.978006,-0.104776,-0.867417,-0.167283,0.413375,-0.427945,-0.140329,0.199518
85,1.119424,-1.358962,0.836127,0.189167,0.977647,-0.091699,-0.008364,2.66987,0.120911,-0.538303,-0.145005,-0.270438
86,1.132974,-1.357894,0.816083,0.191338,0.977422,-0.08957,0.303212,0.845725,-0.050832,-0.165505,-0.234136,0.31807
87,1.091204,-1.353644,0.748503,0.191116,0.976515,-0.099398,1.054619,1.860357,-0.291506,0.069962,-0.303526,0.558749
88,1.015997,-1.347871,0.614325,0.187897,0.975255,-0.116445,1.431239,3.108265,-0.468868,0.228988,0.040324,0.212591
89,1.025899,-1.351909,0.588937,0.185671,0.97614,-0.112537,-0.549225,0.29931,-0.128725,1.04112,0.761196,0.367984
90,1.008298,-1.348736,0.590761,0.186281,0.975446,-0.117438,0.273683,-1.233404,0.168475,0.578062,0.810382,0.258658
91,1.054663,-1.349505,0.657123,0.190872,0.975615,-0.108308,-0.983894,-0.505396,0.353174,0.234375,0.774934,-0.107024
92,1.127906,-1.348742,0.716154,0.198958,0.975447,-0.094369,-0.318335,1.552682,0.317798,0.246202,0.359636,-0.076331
93,1.204355,-1.347243,0.750874,0.206948,0.975116,-0.079422,-0.336293,2.163715,0.175885,0.196433,0.185529,0.010604
94,1.261396,-1.348051,0.782281,0.210389,0.975295,-0.067254,-0.376751,0.579445,-0.003966,0.0522,0.023332,-0.100928
95,1.29097,-1.35137,0.826683,0.209173,0.976022,-0.060109,-0.586537,-1.24141,-0.01378,-0.144614,-0.071649,0.003194
96,1.320409,-1.355928,0.881462,0.206538,0.977005,-0.052823,-0.614669,-0.940555,-0.100888,-0.18957,-0.165756,0.090802
97,1.362786,-1.3618,0.929651,0.202973,0.97824,-0.04284,-0.551498,0.184606,-0.212984,-0.236039,-0.342253,0.049127
98,1.428396,-1.36933,0.982884,0.198046,0.979774,-0.028394,-0.603691,0.839174,-0.290031,-0.055239,-0.411247,-0.145724
99,1.499674,-1.376595,1.03888,0.192458,0.981202,-0.013711,-0.584593,0.790207,-0.315472,-0.002883,-0.479905,-0.163581
100,1.570927,-1.383921,1.093891,0.185751,0.98259,2.40E-05,-0.475895,0.950882,-0.364057,0.137888,-0.461471,0.10427
101,1.628346,-1.388796,1.12771,0.180658,0.983484,0.010408,-0.191292,1.373896,-0.108496,0.202063,-0.332239,0.07823
102,1.671024,-1.384796,1.144849,0.183965,0.982752,0.0185,-0.212597,1.112257,0.337139,0.254253,-0.217768,-0.035453
103,1.720549,-1.377609,1.183047,0.189803,0.981397,0.028638,-0.545335,0.286274,0.191664,0.394837,-0.104078,-0.507291
104,1.773387,-1.378187,1.240454,0.18747,0.981508,0.038508,-0.438608,-0.424825,-0.292721,0.3712,-0.030992,-0.299983
105,1.804304,-1.38481,1.287428,0.179862,0.982754,0.042779,-0.378465,-0.964513,-0.446501,0.375879,0.064243,-0.343484
106,1.820288,-1.389812,1.329373,0.174388,0.983667,0.044434,-0.196798,-1.410174,-0.243835,0.415715,-0.028146,-0.426224
107,1.776215,-1.392683,1.318064,0.173411,0.98418,0.036132,0.390516,-1.819904,-0.054405,0.487157,0.107297,-0.259383
108,1.643861,-1.39351,1.226313,0.175851,0.984326,0.012871,1.008343,-2.294843,0.165231,0.49198,0.151004,-0.199776
109,1.447687,-1.387207,1.085445,0.181143,0.983195,-0.022414,1.426691,-3.257967,0.363804,0.31228,0.380773,0.090483
110,1.240101,-1.369815,0.943167,0.188785,0.979871,-0.06481,1.554372,-3.338185,0.599808,0.035702,0.663409,0.377768
111,1.060853,-1.347218,0.820301,0.193488,0.97511,-0.108215,1.746219,-2.649807,0.38128,-0.040106,0.813937,0.381377
112,0.878467,-1.324977,0.673227,0.187304,0.969938,-0.155323,2.181032,-1.626625,-0.390387,-0.184572,0.923555,0.120793
113,0.694518,-1.30735,0.505525,0.166653,0.965498,-0.200073,2.001922,-0.807448,-1.028279,-0.177777,0.627397,0.031082
114,0.555831,-1.285056,0.378692,0.148718,0.959453,-0.239421,1.878136,-0.951012,-0.451052,-0.168615,0.583821,-0.005239
115,0.466856,-1.257276,0.312572,0.138802,0.951254,-0.275392,1.510628,-1.656373,-0.095929,0.031867,0.579142,0.136934
116,0.385164,-1.237526,0.281901,0.122903,0.944978,-0.303155,0.881236,-3.170595,0.033006,0.125907,0.203429,0.397561
117,0.319088,-1.219166,0.274884,0.108043,0.938812,-0.327031,0.925383,-2.608165,0.269739,0.206791,0.087677,0.399327
118,0.28456,-1.206102,0.286973,0.100124,0.934233,-0.342308,0.348279,-2.123439,0.496891,0.184513,-0.059813,0.29792
119,0.273701,-1.199984,0.320324,0.097945,0.932033,-0.348873,0.054574,-2.187309,0.739544,0.108613,-0.1385,0.26379
120,0.262133,-1.19571,0.361486,0.094934,0.930476,-0.353827,-0.015887,-2.654789,0.756743,-0.090585,-0.220225,0.304159
121,0.239964,-1.194306,0.39685,0.087378,0.929961,-0.357113,-0.152191,-2.779285,0.573284,-0.237677,-0.425017,0.317639
122,0.210745,-1.196891,0.42371,0.076404,0.930908,-0.357161,-0.288335,-2.6438,0.376675,-0.303699,-0.560119,0.40808
123,0.179526,-1.202617,0.442221,0.064266,0.932984,-0.354122,-0.377674,-2.269985,0.212134,-0.253582,-0.611649,0.450893
124,0.149595,-1.210358,0.453953,0.052561,0.935742,-0.348733,-0.451494,-1.948646,0.103316,-0.236186,-0.590878,0.40397
125,0.122526,-1.222957,0.464246,0.041659,0.940111,-0.338299,-0.790932,-1.760988,0.088954,-0.103366,-0.344835,0.151669
126,0.099273,-1.241034,0.475876,0.032092,0.946119,-0.32221,-0.94022,-1.714779,0.117762,0.004407,-0.19055,-0.059245
127,0.078552,-1.256514,0.493013,0.024257,0.951019,-0.308166,-0.673934,-1.941977,0.226736,0.069463,0.223756,-0.46634
128,0.056424,-1.2641,0.508231,0.017025,0.953336,-0.301415,-0.163664,-1.720783,0.146695,-0.090512,0.498827,-0.870399
129,0.028935,-1.256515,0.511432,0.008943,0.951019,-0.308989,0.659756,-1.358008,0.08682,-0.053621,0.451325,-0.798234
130,0.033343,-1.241407,0.529463,0.010783,0.94624,-0.323271,0.679359,-0.211102,0.434796,0.147786,0.200488,-0.43007
131,0.065292,-1.233488,0.563284,0.021592,0.943649,-0.33023,0.174527,-0.036579,0.6511,-0.104539,-0.044738,-0.233842
132,0.107464,-1.232064,0.613281,0.035639,0.943177,-0.330361,-0.044745,-0.340607,0.946924,-0.279536,-0.243928,-0.092262
133,0.159043,-1.231145,0.671078,0.052761,0.942871,-0.328941,-0.154507,0.13606,0.919909,-0.134792,0.005249,0.014915
134,0.228752,-1.240551,0.716185,0.07353,0.945963,-0.315815,-0.921841,2.117144,0.336239,-0.281141,1.141928,0.285831
135,0.223863,-1.254977,0.670923,0.068948,0.950542,-0.302831,0.174634,1.083471,-1.588259,-0.565546,1.592747,-0.230052
136,0.10373,-1.234823,0.556647,0.034136,0.94409,-0.327902,1.563588,-0.883348,-1.380553,-0.152025,-0.017027,0.399069
137,0.046637,-1.223977,0.486021,0.015846,0.940459,-0.339526,-0.168322,1.058984,-1.028739,0.461647,-0.806944,0.684237
138,0.022015,-1.24313,0.429323,0.007084,0.946796,-0.321743,-1.211592,1.849676,-0.987901,0.570766,-0.619312,0.648357
139,0.02214,-1.266147,0.370178,0.00664,0.953952,-0.29987,-0.947535,3.234363,-0.907714,0.983777,-0.009906,0.551167
140,0.0233,-1.282002,0.327949,0.006635,0.958588,-0.284702,-0.624152,1.008665,-0.305467,0.675433,0.674179,0.223942
141,0.043852,-1.299841,0.365412,0.011733,0.963516,-0.267375,-1.365066,-1.423632,0.935884,0.387132,0.637452,0.083644
142,0.139353,-1.339052,0.492404,0.031899,0.973267,-0.227426,-2.343527,-1.309782,1.550609,0.157996,0.194335,0.226129
143,0.31182,-1.379163,0.692649,0.058423,0.981694,-0.18125,-2.414717,-0.978351,1.579597,-0.07237,-0.068761,0.041846
144,0.543697,-1.411397,0.938922,0.08209,0.987323,-0.135805,-2.27401,-0.28878,1.107542,-0.111829,-0.079684,0.042162
145,0.818249,-1.431977,1.217015,0.100974,0.99038,-0.094549,-1.988597,0.091405,0.890063,-0.016013,-0.102059,-0.037318
146,1.11517,-1.440205,1.514743,0.116892,0.991485,-0.057279,-1.802321,0.079656,0.736487,-0.007136,-0.120605,-0.050525
147,1.397384,-1.438765,1.800396,0.129624,0.991297,-0.022707,-1.74052,-0.088267,0.585447,-0.033616,-0.180475,-0.082152
148,1.658722,-1.43094,2.065365,0.138815,0.990236,0.012237,-1.781101,-0.071294,0.372565,-0.030951,-0.176714,-0.162002
149,1.872049,-1.420964,2.286854,0.142504,0.988796,0.044277,-1.540292,-0.461794,0.050008,0.061521,-0.157177,-0.115963
150,2.025842,-1.41324,2.453695,0.140897,0.987614,0.06894,-1.244144,-0.553515,-0.17961,0.119982,-0.068256,-0.112382
151,2.161393,-1.403675,2.603259,0.138129,0.986068,0.092604,-1.335176,-0.651178,-0.19092,0.194498,-0.024276,-0.202025
152,2.285233,-1.39024,2.74701,0.13563,0.983744,0.117628,-1.407142,-1.058676,-0.253925,0.204626,-0.035426,-0.241011
153,2.38549,-1.376048,2.874278,0.132744,0.981096,0.140758,-1.269145,-1.312298,-0.351981,0.216743,-0.011965,-0.279827
154,2.463606,-1.366278,2.978449,0.127362,0.979159,0.158148,-0.904312,-1.019923,-0.523927,0.193942,0.079526,-0.187643
155,2.530305,-1.362841,3.060405,0.118469,0.978455,0.169039,-0.497656,-0.538644,-0.55375,0.200928,0.145523,-0.20772
156,2.578928,-1.362422,3.121108,0.110331,0.978369,0.174944,-0.293499,-0.626967,-0.488118,0.236531,0.204447,-0.233904
157,2.605057,-1.363601,-3.116533,0.105134,0.978612,0.176775,-0.154181,-1.109324,-0.395728,0.174026,0.373942,-0.35335
158,2.608187,-1.366621,-3.085746,0.103077,0.979228,0.174559,0.109665,-1.453498,-0.33576,0.204617,0.245976,-0.38957
159,2.585233,-1.378818,-3.075582,0.10074,0.981629,0.161989,0.692352,-1.780993,-0.460525,0.280928,0.19812,-0.412768
160,2.526168,-1.403067,-3.095488,0.09635,0.985966,0.136276,1.410233,-2.134689,-0.543719,0.401544,0.077068,-0.393905
161,2.348367,-1.440779,3.061722,0.092351,0.99156,0.090917,2.364273,-2.922494,-0.430292,0.510051,-0.015104,-0.211141
162,1.899483,-1.472717,2.667865,0.092611,0.995194,0.031586,2.884173,-2.673503,-0.011441,0.609538,0.052795,-0.080826
163,1.229001,-1.471289,2.042985,0.093535,0.995053,-0.033276,3.092298,-2.574419,0.071071,0.713609,0.310458,0.269894
164,0.805801,-1.436791,1.675162,0.096347,0.991035,-0.092494,2.394487,-2.910188,0.4608,0.635113,0.210809,0.633158
165,0.595404,-1.394896,1.504691,0.098126,0.984569,-0.144854,2.706509,-1.380568,0.219602,0.422031,0.250614,0.710116
166,0.430565,-1.338628,1.351358,0.096025,0.97317,-0.209066,3.213822,-0.81666,-0.047837,0.249312,0.7002,-0.13624
167,0.327805,-1.292416,1.269125,0.08847,0.961502,-0.260149,2.162884,-1.182177,-0.170078,0.316544,0.633683,0.454851
168,0.251024,-1.253842,1.228301,0.077415,0.950189,-0.301891,2.093849,-2.459405,0.146202,0.327599,0.644995,0.496593
169,0.178361,-1.211549,1.222622,0.062372,0.936162,-0.34598,1.921371,-3.729867,0.458546,0.266272,0.152995,0.324541
170,0.124797,-1.177847,1.241712,0.047661,0.923784,-0.379925,1.498143,-3.399194,0.715812,0.235237,-0.007402,0.344815
171,0.094648,-1.151843,1.288148,0.038445,0.913515,-0.404974,1.02574,-3.766143,1.248162,0.326729,-0.090533,0.482046
172,0.084848,-1.13503,1.361126,0.035771,0.906547,-0.420577,0.511808,-3.870918,1.787363,0.368144,-0.206275,0.489745
173,0.088264,-1.126492,1.454193,0.037888,0.90291,-0.428148,0.115495,-4.141384,2.102203,0.272658,-0.387254,0.578188
174,0.083924,-1.123475,1.54126,0.036258,0.901609,-0.431021,-0.065575,-3.996408,1.702306,0.129559,-0.509306,0.653845
175,0.070209,-1.12723,1.606056,0.030106,0.903227,-0.428098,-0.471778,-3.466802,1.214885,0.054153,-0.442442,0.589017
176,0.051084,-1.138039,1.652497,0.021414,0.907813,-0.418819,-0.639629,-2.750899,0.818622,-0.161993,-0.251471,0.518047
177,0.044112,-1.151046,1.691679,0.017971,0.913191,-0.407127,-0.694829,-1.783259,0.774267,-0.209118,-0.20207,0.441093
178,0.052067,-1.164472,1.730267,0.020569,0.91858,-0.39469,-0.715217,-1.17036,0.7007,-0.22258,-0.134812,0.346014
179,0.068926,-1.178476,1.767359,0.026331,0.924024,-0.381414,-0.771805,-0.723737,0.681573,-0.294672,-0.183042,0.26409
180,0.090095,-1.194804,1.804605,0.033037,0.930144,-0.365695,-0.957729,-0.638575,0.591503,-0.303377,-0.179533,0.174411
181,0.104307,-1.216798,1.83833,0.036091,0.937994,-0.344754,-1.263614,-0.981951,0.41355,-0.126805,-0.135687,0.046933
182,0.115675,-1.242625,1.868804,0.037199,0.946633,-0.320144,-1.321414,-0.845158,0.354218,0.031603,0.18267,-0.449158
183,0.12647,-1.262734,1.901884,0.038243,0.952923,-0.300775,-0.842224,-1.231609,0.410404,0.177806,0.336796,-0.672537
184,0.127116,-1.267292,1.935099,0.037886,0.954295,-0.296438,0.112742,-1.559283,0.540339,0.53827,0.651494,-0.929499
185,0.156393,-1.250045,1.981202,0.049104,0.948999,-0.311416,0.969159,-0.220788,1.001805,0.300841,0.119025,-0.487641
186,0.213211,-1.230654,2.043337,0.070591,0.942707,-0.326053,0.558405,-0.209705,1.249954,0.197796,-0.126179,-0.446408
187,0.271293,-1.220916,2.115631,0.091855,0.939414,-0.330234,0.003575,-0.640492,1.302178,0.259662,-0.286109,-0.19595
188,0.331063,-1.2182,2.189816,0.112246,0.938479,-0.32657,-0.449392,-0.174006,1.18839,0.330655,-0.008013,0.070451
189,0.412878,-1.224799,2.249493,0.136071,0.940738,-0.310624,-0.567057,1.922425,0.500151,-0.120416,1.166989,0.641434
191,0.312082,-1.192209,2.170459,0.113481,0.929188,-0.351743,0.642314,-0.810342,-0.463186,-0.647584,-0.450718,0.539807
192,0.28824,-1.195505,2.146289,0.104192,0.930401,-0.35141,-0.216746,0.005803,-0.553554,0.02885,-0.615414,0.761993
193,0.260462,-1.210809,2.103907,0.090714,0.935901,-0.340368,-0.622151,1.133136,-1.334428,0.408615,-0.075748,1.015157
194,0.187513,-1.230361,1.996275,0.062241,0.942609,-0.328031,-0.616907,1.3309,-2.308863,0.429611,0.021594,0.941999
195,0.092381,-1.260947,1.874998,0.028127,0.952379,-0.303599,-1.687704,0.575914,-1.721444,0.687144,1.018903,0.446345
196,0.094708,-1.294117,1.881259,0.02583,0.961968,-0.27192,-1.470382,-0.469752,0.642185,0.695331,0.524482,-0.333381
197,0.156286,-1.322844,1.959946,0.038196,0.969417,-0.242406,-1.565682,-0.760228,0.904674,0.440274,0.170949,-0.101237
198,0.271165,-1.349662,2.089804,0.058743,0.975649,-0.211296,-1.68366,-0.478145,1.326504,0.143726,-0.102786,0.347282
199,0.449111,-1.371611,2.275994,0.085895,0.980228,-0.17822,-1.715146,0.007198,1.45919,0.007184,-0.156467,0.268705
200,0.685345,-1.389752,2.508871,0.113943,0.983656,-0.139373,-2.096928,0.572798,1.273133,-0.04302,-0.170408,0.194686
201,0.96864,-1.40613,2.786729,0.135057,0.986473,-0.092826,-2.406111,0.20159,0.860075,-0.178758,-0.189064,-0.042871
202,1.25041,-1.41591,3.082916,0.146374,0.988029,-0.04857,-2.164328,-1.013068,0.445646,-0.247967,-0.15644,-0.201446
203,1.459122,-1.418535,-2.961401,0.15068,0.988431,-0.016897,-1.63316,-1.318487,0.173078,-0.126266,-0.157071,-0.068186
204,1.641631,-1.419087,-2.761714,0.1507,0.988514,0.010693,-1.458882,-0.31241,-0.091913,-0.021412,-0.177754,-0.080959
205,1.834502,-1.418355,-2.576041,0.146553,0.988403,0.039568,-1.346146,0.880919,-0.244342,0.202919,-0.068176,-0.004946
