,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
116,0.896298,-1.276568,0.744668,0.22649,0.957026,-0.181102,-0.98677,0.036359,-0.653244,0.075893,-0.132182,0.039348
117,0.917485,-1.298974,0.765499,0.213191,0.963283,-0.163185,-0.824003,0.091502,-0.731226,-0.049418,-0.19186,-0.058311
118,0.92015,-1.318424,0.763753,0.198676,0.968323,-0.151237,-0.436423,0.313125,-0.812124,-0.037711,-0.242432,-0.006142
119,0.912913,-1.335442,0.747058,0.184508,0.972432,-0.142573,-0.348231,0.511857,-0.770103,0.056078,-0.357518,0.050989
120,0.91332,-1.35116,0.735912,0.172443,0.975977,-0.133138,-0.397556,0.577589,-0.648754,0.096859,-0.479792,0.112539
121,0.921184,-1.363842,0.731711,0.163614,0.978661,-0.12428,-0.292685,0.609447,-0.448305,0.058279,-0.521844,0.165738
122,0.922752,-1.370868,0.720901,0.158323,0.980081,-0.11987,-0.024468,0.603701,-0.309691,0.022143,-0.537728,0.121854
123,0.904374,-1.374311,0.690577,0.153439,0.980759,-0.120672,0.229158,0.524043,-0.322773,0.090946,-0.493744,0.079061
124,0.861834,-1.373366,0.639399,0.148872,0.980574,-0.127691,0.504013,0.276686,-0.241488,0.286721,-0.359251,0.126043
125,0.813892,-1.368696,0.588562,0.14591,0.979647,-0.137823,0.529824,-0.023266,-0.111668,0.385065,-0.322009,0.057363
126,0.771677,-1.360438,0.549817,0.145601,0.977956,-0.149652,0.60637,-0.359892,0.087987,0.355925,-0.365194,0.157144
127,0.734055,-1.348307,0.527422,0.147806,0.975351,-0.16382,0.629641,-1.087565,0.356138,0.209112,-0.34849,0.178911
128,0.697986,-1.328396,0.521424,0.154256,0.970765,-0.183889,0.898166,-1.716471,0.754061,-0.004766,0.280304,0.059454
129,0.671968,-1.299768,0.530465,0.166657,0.963496,-0.20951,1.13779,-1.6815,1.124227,0.006331,0.52094,0.04058
130,0.653357,-1.262235,0.54171,0.184593,0.952771,-0.241135,1.508581,-1.304552,1.37523,0.155709,1.058734,-0.084701
131,0.647708,-1.223887,0.559948,0.205133,0.940428,-0.271127,1.112495,-1.175146,1.325295,0.352636,1.034151,-0.17739
132,0.642861,-1.199966,0.586107,0.217243,0.932027,-0.290045,0.50731,-1.607225,0.945608,0.196163,0.933894,-0.15275
133,0.623727,-1.185736,0.601202,0.219379,0.926776,-0.304884,0.338424,-1.69202,0.453154,0.001233,0.198697,0.023359
134,0.592971,-1.180853,0.607051,0.212426,0.924931,-0.315235,-0.030974,-1.98168,0.217005,0.183158,-0.224461,0.07146
135,0.57169,-1.183132,0.62398,0.204529,0.925795,-0.31791,-0.439944,-1.79819,0.23955,0.11113,-0.107573,0.053201
136,0.565283,-1.192532,0.656174,0.197818,0.929307,-0.311851,-0.85171,-1.810506,0.213189,0.03761,0.067733,-0.011955
137,0.560803,-1.206994,0.689415,0.18925,0.93455,-0.301321,-0.935081,-1.729826,0.089658,-0.010966,-0.071101,0.122213
138,0.557569,-1.221203,0.720288,0.181229,0.939512,-0.290632,-0.881793,-1.523275,0.071606,-0.007798,-0.17819,0.164747
139,0.560568,-1.237905,0.753194,0.173732,0.945102,-0.276757,-1.10354,-1.338912,-0.01991,-0.07252,-0.410708,0.212502
140,0.570005,-1.261693,0.789818,0.164154,0.952607,-0.256101,-1.425357,-1.227217,-0.233809,-0.191056,-0.602692,0.132337
141,0.5805,-1.291014,0.824034,0.151444,0.961115,-0.230901,-1.519385,-1.01079,-0.462275,-0.160233,-0.645472,0.08225
142,0.594844,-1.32025,0.853598,0.138929,0.968777,-0.205336,-1.338956,-0.514974,-0.468059,-0.167356,-0.610607,0.01158
143,0.616685,-1.342313,0.881994,0.130984,0.974011,-0.184767,-0.954306,-0.201744,-0.278835,-0.120547,-0.290616,-0.035448
144,0.64379,-1.356769,0.912571,0.127478,0.977183,-0.169868,-0.721205,-0.126649,-0.079682,-0.0333,-0.099269,-0.025109
145,0.684137,-1.367701,0.958717,0.127466,0.979447,-0.156299,-0.707956,-0.311755,0.11186,0.073996,0.258911,-0.123792
146,0.728839,-1.373695,1.010123,0.130411,0.980638,-0.146065,-0.447829,-0.236439,0.232153,-0.016076,0.41284,-0.277199
147,0.764383,-1.372198,1.045359,0.136535,0.980344,-0.142398,0.0064,0.294152,0.350014,-0.000778,0.166949,-0.400663
148,0.790018,-1.363589,1.062732,0.146131,0.978609,-0.144787,0.332503,0.529189,0.431039,0.053668,0.087614,-0.315327
149,0.755513,-1.34594,1.026991,0.15287,0.974826,-0.162292,1.271656,-0.278787,0.274128,0.073219,0.239652,-0.035279
150,0.67016,-1.321375,0.955498,0.15331,0.969055,-0.193447,1.505149,-1.174897,0.12522,0.288631,0.476517,0.244732
151,0.579073,-1.29766,0.892489,0.147616,0.962929,-0.225766,1.318408,-1.579475,-0.035799,0.479612,0.693275,0.375943
152,0.505483,-1.284686,0.847884,0.136656,0.959349,-0.246919,0.509347,-1.401078,-0.25746,0.463213,0.239275,0.296083
153,0.479094,-1.284572,0.841619,0.130144,0.959317,-0.250537,-0.14482,-0.865376,0.07591,0.351179,0.075428,0.106631
154,0.491165,-1.28234,0.866855,0.134168,0.958684,-0.250835,0.044039,-0.399173,0.541309,0.170626,0.283305,0.0872
155,0.522989,-1.276809,0.906088,0.144727,0.957096,-0.251029,-0.241799,-0.343991,0.575561,0.068362,0.019909,0.238898
156,0.563909,-1.28477,0.956866,0.150798,0.959373,-0.23845,-0.974755,-0.346863,0.331163,0.044988,0.171807,0.257981
157,0.615979,-1.303075,1.010787,0.15283,0.964376,-0.215906,-1.238525,0.242253,0.023054,0.119081,0.471995,0.24264
158,0.698362,-1.322208,1.084683,0.158184,0.969261,-0.188429,-1.329144,0.713603,0.242939,0.238865,0.299889,0.16609
159,0.794265,-1.33667,1.167021,0.165482,0.972717,-0.162573,-1.14204,0.749384,0.190789,0.197967,-0.059723,0.121039
160,0.875113,-1.353169,1.239422,0.165726,0.976412,-0.138371,-1.183063,0.413711,-0.278017,0.120208,-0.183398,0.162251
161,0.945972,-1.376157,1.304929,0.156856,0.981117,-0.113127,-1.260009,0.320385,-0.58181,0.044255,-0.315621,0.136809
162,1.020246,-1.401359,1.373571,0.143694,0.98568,-0.088208,-1.154421,0.336855,-0.795806,-0.008165,-0.375054,0.076245
163,1.084848,-1.428099,1.432648,0.12573,0.989836,-0.06641,-1.027832,0.293536,-0.994624,0.076648,-0.359358,0.120029
164,1.169238,-1.455201,1.512992,0.106136,0.993326,-0.045069,-1.059293,0.188141,-0.984026,0.148335,-0.383356,0.080713
165,1.295277,-1.479241,1.637481,0.087943,0.995812,-0.024862,-0.941768,0.079769,-0.891199,0.142602,-0.336479,0.006063
166,1.4617,-1.499041,1.80236,0.071218,0.997427,-0.007801,-0.807458,0.139674,-0.803812,0.029307,-0.219656,-0.084439
167,1.66489,-1.515489,2.000743,0.05497,0.998471,0.005188,-0.487369,0.347491,-0.837094,0.089348,-0.079556,-0.009323
168,1.895048,-1.531831,2.220774,0.036835,0.999241,0.012381,-0.314276,0.567699,-0.910942,0.32103,-0.067951,0.004206
169,2.347353,-1.541995,2.66549,0.020451,0.999585,0.020092,-0.397587,0.248761,-0.733791,0.480785,-0.068616,-0.141018
170,2.848385,-1.541794,-3.117676,0.008342,0.999579,0.027632,-0.363442,-0.024874,-0.532376,0.509648,0.102899,-0.138548
171,-3.125064,-1.535207,-2.805963,-0.000586,0.999367,0.03547,-0.425221,-0.113586,-0.405575,0.543769,0.157494,-0.094918
172,-3.012696,-1.526611,-2.687327,-0.005667,0.999024,0.043718,-0.378825,-0.448233,-0.14204,0.615438,0.361282,-0.000276
173,-3.052028,-1.521357,-2.715269,-0.004413,0.998778,0.049144,-0.205022,-0.6938,0.111589,0.689457,0.28296,0.19521
174,3.128301,-1.521261,-2.798004,0.000657,0.998773,0.049438,0.182688,-1.171887,0.252711,0.619719,0.29624,0.252808
175,2.889142,-1.528163,-3.00536,0.010626,0.999091,0.041193,0.484032,-2.00697,0.500508,0.22999,0.197274,0.164815
176,2.415027,-1.54003,2.851285,0.020365,0.999527,0.022915,1.105425,-2.558095,0.322889,0.07311,0.199219,0.298344
177,1.413174,-1.544883,1.900018,0.025466,0.999664,-0.004048,1.333655,-2.451911,0.211116,0.123643,0.169998,0.362385
178,0.785513,-1.527924,1.315638,0.030256,0.999081,-0.030249,1.181426,-2.018302,0.332342,0.177401,0.159687,0.319403
179,0.597182,-1.505765,1.163987,0.036514,0.997886,-0.053697,1.089414,-1.758377,0.412551,0.205887,0.198021,0.191972
180,0.505295,-1.482627,1.106353,0.042607,0.996116,-0.077019,1.106633,-1.714803,0.423298,0.229992,0.37069,0.156639
181,0.435567,-1.460717,1.073697,0.04634,0.993947,-0.099576,1.003543,-1.999391,0.28621,0.301804,0.306651,0.182309
182,0.363604,-1.44356,1.046952,0.045121,0.991916,-0.118577,0.738714,-2.432527,0.141774,0.298339,0.192303,0.238236
183,0.304572,-1.4326,1.039981,0.041305,0.990466,-0.131398,0.419591,-2.676512,0.161222,0.197052,0.097455,0.255833
184,0.276338,-1.425364,1.065092,0.039534,0.989443,-0.139405,0.239816,-2.602096,0.355355,0.146028,0.043485,0.250382
185,0.282054,-1.419993,1.121233,0.041809,0.988651,-0.144279,0.069099,-2.447671,0.51313,0.173172,-0.099765,0.184623
186,0.294931,-1.418339,1.185042,0.044139,0.988401,-0.145293,-0.122137,-2.569258,0.448925,0.17188,-0.153013,0.153304
187,0.291933,-1.419586,1.237263,0.043348,0.98859,-0.144243,-0.195374,-2.861394,0.30885,0.237002,-0.250781,0.129243
188,0.267811,-1.422551,1.274534,0.03908,0.989032,-0.142418,-0.248475,-3.181306,0.171089,0.153913,-0.345828,0.222527
189,0.232883,-1.427412,1.306256,0.032973,0.989738,-0.139015,-0.304772,-3.354784,0.179464,0.135698,-0.395118,0.244362
190,0.20465,-1.433214,1.344675,0.027868,0.990551,-0.134266,-0.368534,-3.269459,0.208819,0.088557,-0.395854,0.28281
191,0.179395,-1.440107,1.382467,0.023249,0.991472,-0.128203,-0.395988,-3.020943,0.155966,0.069524,-0.362505,0.256865
192,0.15743,-1.447841,1.415482,0.019225,0.99245,-0.121105,-0.428979,-2.545644,0.138035,0.066072,-0.328739,0.212444
193,0.147883,-1.457532,1.452413,0.016649,0.993592,-0.111761,-0.592795,-2.184009,0.153519,0.009214,-0.235795,0.084143
194,0.157761,-1.470376,1.499359,0.015745,0.994962,-0.098975,-0.695845,-1.633879,0.13073,0.04999,-0.202649,-0.010812
195,0.160808,-1.483126,1.531861,0.014014,0.996159,-0.086393,-0.597178,-1.424855,-0.011991,0.102213,-0.149129,-0.054629
196,0.117456,-1.491474,1.51946,0.009281,0.996856,-0.078654,-0.27546,-1.664068,-0.142965,0.278118,0.094606,-0.155599
197,0.056544,-1.490563,1.496107,0.004527,0.996783,-0.079981,0.283744,-1.985016,-0.020075,0.383443,0.194684,-0.164617
198,0.056004,-1.479483,1.532875,0.005102,0.995834,-0.091012,0.625924,-1.698932,0.334462,0.428354,0.181519,-0.22454
199,0.131576,-1.46788,1.638361,0.013475,0.994709,-0.101819,0.43472,-1.3876,0.698059,0.432875,0.155209,-0.415607
200,0.294962,-1.458067,1.831364,0.032694,0.993653,-0.107608,0.215533,-1.52911,1.377167,0.503118,-0.138871,-0.181302
201,0.446615,-1.437662,2.020683,0.057324,0.991151,-0.119702,0.709385,-2.02514,1.384457,0.478046,-0.06804,0.127622
202,0.503669,-1.414099,2.126777,0.075311,0.987748,-0.136662,0.603509,-2.528866,1.172855,0.306448,0.655105,0.475087
203,0.551988,-1.395216,2.224286,0.09159,0.984625,-0.148723,0.211644,-2.185302,1.109857,0.088326,1.341943,0.606975
204,0.609289,-1.398162,2.318448,0.098297,0.985136,-0.140855,-1.046461,-1.647058,0.267166,-0.265427,0.329836,0.159058
205,0.627828,-1.418045,2.366054,0.089366,0.988356,-0.123128,-0.759661,-1.323043,-0.555913,-0.246851,-0.617186,0.001851
